Trading Code,Month,Sponsor,Govt,Institute,Foreign,Public
CLICL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          60.00","
                          0.00","
                          7.44","
                          0.00","
                          32.56"
CLICL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          60.00","
                          0.00","
                          11.55","
                          0.00","
                          28.45"
CONFIDCEM,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          30.03","
                          0.00","
                          35.59","
                          0.00","
                          34.38"
CONFIDCEM,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          30.34","
                          0.00","
                          35.54","
                          0.00","
                          34.12"
CONFIDCEM,"Share Holding Percentage
                    [as on May 31, 2023]","
                          30.34","
                          0.00","
                          35.29","
                          0.00","
                          34.37"
CONTININS,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          32.25","
                          0.00","
                          9.85","
                          0.00","
                          57.90"
CONTININS,"Share Holding Percentage
                    [as on May 31, 2023]","
                          32.25","
                          0.00","
                          12.02","
                          0.00","
                          55.73"
COPPERTECH,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          30.07","
                          0.00","
                          20.87","
                          0.00","
                          49.06"
COPPERTECH,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          30.07","
                          0.00","
                          11.06","
                          0.00","
                          58.87"
COPPERTECH,"Share Holding Percentage
                    [as on May 31, 2023]","
                          30.07","
                          0.00","
                          11.04","
                          0.00","
                          58.89"
CROWNCEMNT,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          67.08","
                          0.00","
                          17.66","
                          0.10","
                          15.16"
CROWNCEMNT,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          67.08","
                          0.00","
                          17.68","
                          0.06","
                          15.18"
CROWNCEMNT,"Share Holding Percentage
                    [as on May 31, 2023]","
                          67.08","
                          0.00","
                          17.76","
                          0.06","
                          15.10"
CRYSTALINS,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          60.00","
                          0.00","
                          7.92","
                          0.03","
                          32.05"
CRYSTALINS,"Share Holding Percentage
                    [as on May 31, 2023]","
                          55.64","
                          0.00","
                          13.26","
                          0.03","
                          31.07"
CVOPRL,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          45.31","
                          0.00","
                          16.03","
                          0.25","
                          38.41"
CVOPRL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          45.31","
                          0.00","
                          15.39","
                          0.61","
                          38.69"
CVOPRL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          45.31","
                          0.00","
                          20.55","
                          0.38","
                          33.76"
DACCADYE,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          30.10","
                          0.00","
                          17.41","
                          0.48","
                          52.01"
DACCADYE,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          30.10","
                          0.00","
                          19.48","
                          0.43","
                          49.99"
DBH,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          51.32","
                          0.00","
                          18.84","
                          18.19","
                          11.65"
DBH,"Share Holding Percentage
                    [as on May 31, 2023]","
                          51.32","
                          0.00","
                          18.88","
                          18.18","
                          11.62"
DBH1STMF,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          16.67","
                          0.00","
                          32.92","
                          5.48","
                          44.93"
DBH1STMF,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          16.67","
                          0.00","
                          33.01","
                          5.44","
                          44.88"
DBH1STMF,"Share Holding Percentage
                    [as on May 31, 2023]","
                          16.67","
                          0.00","
                          33.14","
                          5.44","
                          44.75"
DELTALIFE,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          33.29","
                          0.00","
                          24.69","
                          0.00","
                          42.02"
DELTALIFE,"Share Holding Percentage
                    [as on May 31, 2023]","
                          33.29","
                          0.00","
                          26.12","
                          0.00","
                          40.59"
DESHBANDHU,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          33.54","
                          0.00","
                          6.47","
                          0.00","
                          59.99"
DESHBANDHU,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          33.54","
                          0.00","
                          11.09","
                          0.00","
                          55.37"
DESHBANDHU,"Share Holding Percentage
                    [as on May 31, 2023]","
                          33.54","
                          0.00","
                          15.93","
                          0.00","
                          50.53"
DGIC,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          60.00","
                          0.00","
                          4.19","
                          0.00","
                          35.81"
DGIC,"Share Holding Percentage
                    [as on May 31, 2023]","
                          60.00","
                          0.00","
                          10.64","
                          0.00","
                          29.36"
DHAKABANK,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          42.65","
                          0.00","
                          16.66","
                          0.00","
                          40.69"
DHAKABANK,"Share Holding Percentage
                    [as on May 31, 2023]","
                          42.65","
                          0.00","
                          16.58","
                          0.00","
                          40.77"
DHAKAINS,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          61.35","
                          0.00","
                          9.56","
                          0.10","
                          28.99"
DHAKAINS,"Share Holding Percentage
                    [as on May 31, 2023]","
                          61.35","
                          0.00","
                          10.50","
                          0.10","
                          28.05"
DOMINAGE,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          30.20","
                          0.00","
                          19.47","
                          0.00","
                          50.33"
DOMINAGE,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          30.20","
                          0.00","
                          8.17","
                          0.00","
                          61.63"
DOMINAGE,"Share Holding Percentage
                    [as on May 31, 2023]","
                          30.20","
                          0.00","
                          8.25","
                          0.00","
                          61.55"
DOREENPWR,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          66.61","
                          0.00","
                          20.45","
                          0.00","
                          12.94"
DOREENPWR,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          66.61","
                          0.00","
                          18.78","
                          0.00","
                          14.61"
DOREENPWR,"Share Holding Percentage
                    [as on May 31, 2023]","
                          66.61","
                          0.00","
                          18.78","
                          0.00","
                          14.61"
DSHGARME,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          54.99","
                          0.00","
                          4.68","
                          0.00","
                          40.33"
DSHGARME,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          54.99","
                          0.00","
                          3.45","
                          0.00","
                          41.56"
DSHGARME,"Share Holding Percentage
                    [as on May 31, 2023]","
                          54.99","
                          0.00","
                          5.31","
                          0.00","
                          39.70"
DULAMIACOT,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          33.01","
                          0.00","
                          4.20","
                          0.00","
                          62.79"
DULAMIACOT,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          33.01","
                          0.00","
                          6.06","
                          0.00","
                          60.93"
DULAMIACOT,"Share Holding Percentage
                    [as on May 31, 2023]","
                          33.01","
                          0.00","
                          6.38","
                          0.00","
                          60.61"
DUTCHBANGL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          86.99","
                          0.00","
                          4.25","
                          0.01","
                          8.75"
DUTCHBANGL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          86.99","
                          0.00","
                          5.78","
                          0.02","
                          7.21"
EASTERNINS,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          47.61","
                          0.00","
                          14.31","
                          0.00","
                          38.08"
EASTERNINS,"Share Holding Percentage
                    [as on May 31, 2023]","
                          47.61","
                          0.00","
                          14.71","
                          0.00","
                          37.68"
EASTLAND,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          41.11","
                          0.00","
                          22.26","
                          0.00","
                          36.63"
EASTLAND,"Share Holding Percentage
                    [as on May 31, 2023]","
                          41.11","
                          0.00","
                          23.32","
                          0.00","
                          35.57"
EASTRNLUB,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          15.04","
                          51.00","
                          6.85","
                          0.00","
                          27.11"
EASTRNLUB,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          15.04","
                          51.00","
                          5.99","
                          0.00","
                          27.97"
EASTRNLUB,"Share Holding Percentage
                    [as on May 31, 2023]","
                          15.04","
                          51.00","
                          6.09","
                          0.00","
                          27.87"
EBL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          30.67","
                          0.00","
                          48.41","
                          0.20","
                          20.72"
EBL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          30.67","
                          0.00","
                          48.32","
                          0.20","
                          20.81"
EBL1STMF,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          1.38","
                          0.00","
                          63.65","
                          0.00","
                          34.97"
EBL1STMF,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          1.38","
                          0.00","
                          63.79","
                          0.00","
                          34.83"
EBL1STMF,"Share Holding Percentage
                    [as on May 31, 2023]","
                          1.38","
                          0.00","
                          63.80","
                          0.00","
                          34.82"
EBLNRBMF,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          8.89","
                          0.00","
                          40.49","
                          0.00","
                          50.62"
EBLNRBMF,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          8.89","
                          0.00","
                          40.18","
                          0.00","
                          50.93"
EBLNRBMF,"Share Holding Percentage
                    [as on May 31, 2023]","
                          8.89","
                          0.00","
                          40.19","
                          0.00","
                          50.92"
ECABLES,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          14.12","
                          51.00","
                          18.32","
                          0.00","
                          16.56"
ECABLES,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          11.03","
                          51.00","
                          7.09","
                          0.00","
                          30.88"
ECABLES,"Share Holding Percentage
                    [as on May 31, 2023]","
                          11.03","
                          51.00","
                          7.42","
                          0.00","
                          30.55"
EGEN,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          37.77","
                          0.00","
                          30.37","
                          0.45","
                          31.41"
EGEN,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          37.77","
                          0.00","
                          32.36","
                          0.53","
                          29.34"
EGEN,"Share Holding Percentage
                    [as on May 31, 2023]","
                          37.77","
                          0.00","
                          31.62","
                          0.53","
                          30.08"
EHL,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          50.36","
                          0.00","
                          26.92","
                          1.82","
                          20.90"
EHL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          50.36","
                          0.00","
                          21.52","
                          0.01","
                          28.11"
EHL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          50.36","
                          0.00","
                          17.65","
                          0.01","
                          31.98"
EIL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          60.00","
                          0.00","
                          5.09","
                          0.00","
                          34.91"
EIL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          60.00","
                          0.00","
                          7.32","
                          0.00","
                          32.68"
EMERALDOIL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          38.26","
                          0.00","
                          17.66","
                          0.00","
                          44.08"
EMERALDOIL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          38.26","
                          0.00","
                          11.16","
                          0.00","
                          50.58"
ENVOYTEX,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          57.93","
                          0.00","
                          34.81","
                          0.07","
                          7.19"
ENVOYTEX,"Share Holding Percentage
                    [as on May 31, 2023]","
                          57.93","
                          0.00","
                          34.81","
                          0.07","
                          7.19"
EPGL,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          54.13","
                          0.00","
                          16.46","
                          0.00","
                          29.41"
EPGL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          54.13","
                          0.00","
                          17.51","
                          0.00","
                          28.36"
EPGL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          54.13","
                          0.00","
                          18.56","
                          0.00","
                          27.31"
ESQUIRENIT,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          46.95","
                          0.00","
                          39.16","
                          0.00","
                          13.89"
ESQUIRENIT,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          46.95","
                          0.00","
                          39.98","
                          0.00","
                          13.07"
ESQUIRENIT,"Share Holding Percentage
                    [as on May 31, 2023]","
                          46.95","
                          0.00","
                          39.98","
                          0.00","
                          13.07"
ETL,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          36.67","
                          0.00","
                          20.67","
                          0.00","
                          42.66"
ETL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          36.67","
                          0.00","
                          21.36","
                          0.00","
                          41.97"
ETL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          36.67","
                          0.00","
                          21.56","
                          0.00","
                          41.77"
EXIM1STMF,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          21.97","
                          0.00","
                          27.12","
                          0.00","
                          50.91"
EXIM1STMF,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          21.97","
                          0.00","
                          26.21","
                          0.00","
                          51.82"
EXIM1STMF,"Share Holding Percentage
                    [as on May 31, 2023]","
                          21.97","
                          0.00","
                          26.22","
                          0.00","
                          51.81"
EXIMBANK,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          32.61","
                          0.00","
                          29.00","
                          0.89","
                          37.50"
EXIMBANK,"Share Holding Percentage
                    [as on May 31, 2023]","
                          32.61","
                          0.00","
                          28.92","
                          0.89","
                          37.58"
FAMILYTEX,"Share Holding Percentage
                    [as on Jun 30, 2022]","
                          4.02","
                          0.00","
                          18.41","
                          0.00","
                          77.57"
FARCHEM,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          30.24","
                          0.00","
                          13.82","
                          0.00","
                          55.94"
FARCHEM,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          30.24","
                          0.00","
                          13.92","
                          0.00","
                          55.84"
FARCHEM,"Share Holding Percentage
                    [as on May 31, 2023]","
                          30.24","
                          0.00","
                          13.38","
                          0.00","
                          56.38"
FAREASTLIF,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          34.17","
                          0.00","
                          20.84","
                          0.37","
                          44.62"
FAREASTLIF,"Share Holding Percentage
                    [as on May 31, 2023]","
                          34.17","
                          0.00","
                          21.85","
                          0.36","
                          43.62"
FASFIN,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          13.20","
                          0.00","
                          8.91","
                          0.00","
                          77.89"
FASFIN,"Share Holding Percentage
                    [as on May 31, 2023]","
                          13.20","
                          0.00","
                          10.76","
                          0.00","
                          76.04"
FBFIF,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          53.97","
                          0.00","
                          20.54","
                          0.00","
                          25.49"
FBFIF,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          53.97","
                          0.00","
                          28.99","
                          0.00","
                          17.04"
FBFIF,"Share Holding Percentage
                    [as on May 31, 2023]","
                          53.97","
                          0.00","
                          29.13","
                          0.00","
                          16.90"
FEDERALINS,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          38.26","
                          0.00","
                          1.40","
                          0.00","
                          60.34"
FEDERALINS,"Share Holding Percentage
                    [as on May 31, 2023]","
                          38.26","
                          0.00","
                          1.04","
                          0.00","
                          60.70"
FEKDIL,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          67.20","
                          0.00","
                          8.74","
                          0.00","
                          24.06"
FEKDIL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          67.20","
                          0.00","
                          4.98","
                          0.00","
                          27.82"
FEKDIL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          67.20","
                          0.00","
                          7.39","
                          0.00","
                          25.41"
FINEFOODS,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          9.08","
                          0.00","
                          6.41","
                          0.00","
                          84.51"
FINEFOODS,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          9.08","
                          0.00","
                          9.82","
                          0.00","
                          81.10"
FINEFOODS,"Share Holding Percentage
                    [as on May 31, 2023]","
                          9.08","
                          0.00","
                          10.77","
                          0.00","
                          80.15"
FIRSTFIN,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          41.31","
                          0.00","
                          19.24","
                          0.00","
                          39.45"
FIRSTFIN,"Share Holding Percentage
                    [as on May 31, 2023]","
                          41.31","
                          0.00","
                          21.27","
                          0.00","
                          37.42"
FIRSTSBANK,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          33.02","
                          0.00","
                          19.37","
                          1.25","
                          46.36"
FIRSTSBANK,"Share Holding Percentage
                    [as on May 31, 2023]","
                          33.09","
                          0.00","
                          19.34","
                          1.24","
                          46.33"
FORTUNE,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          30.93","
                          0.00","
                          25.54","
                          0.00","
                          43.53"
FORTUNE,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          30.93","
                          0.00","
                          20.36","
                          0.00","
                          48.71"
FORTUNE,"Share Holding Percentage
                    [as on May 31, 2023]","
                          30.93","
                          0.00","
                          20.34","
                          0.00","
                          48.73"
FUWANGCER,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          27.83","
                          0.00","
                          7.25","
                          0.40","
                          64.52"
FUWANGCER,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          30.00","
                          0.00","
                          6.28","
                          0.40","
                          63.32"
FUWANGCER,"Share Holding Percentage
                    [as on May 31, 2023]","
                          30.00","
                          0.00","
                          6.28","
                          0.40","
                          63.32"
GBBPOWER,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          32.01","
                          0.00","
                          19.71","
                          0.00","
                          48.28"
GBBPOWER,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          32.01","
                          0.00","
                          15.10","
                          0.00","
                          52.89"
GBBPOWER,"Share Holding Percentage
                    [as on May 31, 2023]","
                          32.01","
                          0.00","
                          15.93","
                          0.00","
                          52.06"
GEMINISEA,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          33.65","
                          0.00","
                          9.42","
                          0.34","
                          56.59"
GEMINISEA,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          30.01","
                          0.00","
                          14.68","
                          0.36","
                          54.95"
GEMINISEA,"Share Holding Percentage
                    [as on May 31, 2023]","
                          30.01","
                          0.00","
                          13.42","
                          0.39","
                          56.18"
GENEXIL,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          31.68","
                          0.00","
                          24.08","
                          0.06","
                          44.18"
GENEXIL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          30.38","
                          0.00","
                          26.07","
                          0.00","
                          43.55"
GENEXIL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          30.38","
                          0.00","
                          25.12","
                          0.00","
                          44.50"
GENNEXT,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          13.82","
                          0.00","
                          23.55","
                          0.00","
                          62.63"
GENNEXT,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          16.17","
                          0.00","
                          22.89","
                          0.00","
                          60.94"
GENNEXT,"Share Holding Percentage
                    [as on May 31, 2023]","
                          16.26","
                          0.00","
                          22.91","
                          0.00","
                          60.83"
GHAIL,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          32.89","
                          0.00","
                          37.43","
                          0.09","
                          29.59"
GHAIL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          30.42","
                          0.00","
                          37.07","
                          0.44","
                          32.07"
GHAIL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          30.42","
                          0.00","
                          37.21","
                          0.41","
                          31.96"
GIB,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          45.49","
                          0.00","
                          29.83","
                          0.00","
                          24.68"
GIB,"Share Holding Percentage
                    [as on May 31, 2023]","
                          45.49","
                          0.00","
                          28.35","
                          0.00","
                          26.16"
GLDNJMF,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          70.00","
                          0.00","
                          26.91","
                          0.00","
                          3.09"
GLDNJMF,"Share Holding Percentage
                    [as on May 31, 2023]","
                          70.00","
                          0.00","
                          27.13","
                          0.00","
                          2.87"
GLOBALINS,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          35.67","
                          0.00","
                          6.48","
                          0.00","
                          57.85"
GLOBALINS,"Share Holding Percentage
                    [as on May 31, 2023]","
                          35.67","
                          0.00","
                          10.79","
                          0.00","
                          53.54"
GP,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          90.00","
                          0.00","
                          5.59","
                          1.99","
                          2.42"
GP,"Share Holding Percentage
                    [as on May 31, 2023]","
                          90.00","
                          0.00","
                          5.65","
                          1.92","
                          2.43"
GPHISPAT,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          49.61","
                          0.00","
                          18.40","
                          0.00","
                          31.99"
GPHISPAT,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          49.61","
                          0.00","
                          17.93","
                          0.00","
                          32.46"
GPHISPAT,"Share Holding Percentage
                    [as on May 31, 2023]","
                          49.61","
                          0.00","
                          17.93","
                          0.00","
                          32.46"
GQBALLPEN,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          41.88","
                          0.00","
                          1.47","
                          0.05","
                          56.60"
GQBALLPEN,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          41.88","
                          0.00","
                          1.47","
                          0.05","
                          56.60"
GQBALLPEN,"Share Holding Percentage
                    [as on May 31, 2023]","
                          41.88","
                          0.00","
                          1.47","
                          0.05","
                          56.60"
GRAMEENS2,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          20.52","
                          0.00","
                          51.21","
                          0.00","
                          28.27"
GRAMEENS2,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          20.52","
                          0.00","
                          53.82","
                          0.00","
                          25.66"
GRAMEENS2,"Share Holding Percentage
                    [as on May 31, 2023]","
                          20.52","
                          0.00","
                          54.07","
                          0.00","
                          25.41"
GREENDELMF,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          8.33","
                          0.00","
                          44.92","
                          3.52","
                          43.23"
GREENDELMF,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          8.33","
                          0.00","
                          44.62","
                          3.51","
                          43.54"
GREENDELMF,"Share Holding Percentage
                    [as on May 31, 2023]","
                          8.33","
                          0.00","
                          44.62","
                          3.51","
                          43.54"
GREENDELT,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          30.51","
                          0.00","
                          21.88","
                          4.60","
                          43.01"
GREENDELT,"Share Holding Percentage
                    [as on May 31, 2023]","
                          30.51","
                          0.00","
                          22.87","
                          4.60","
                          42.02"
HAKKANIPUL,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          46.26","
                          0.00","
                          4.53","
                          0.00","
                          49.21"
HAKKANIPUL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          44.42","
                          0.00","
                          5.56","
                          0.00","
                          50.02"
HAKKANIPUL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          44.42","
                          0.00","
                          5.08","
                          0.00","
                          50.50"
HEIDELBCEM,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          60.67","
                          0.00","
                          26.98","
                          0.27","
                          12.08"
HEIDELBCEM,"Share Holding Percentage
                    [as on May 31, 2023]","
                          60.67","
                          0.00","
                          25.54","
                          0.27","
                          13.52"
HFL,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          51.38","
                          0.00","
                          25.16","
                          0.00","
                          23.46"
HFL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          51.38","
                          0.00","
                          18.91","
                          0.00","
                          29.71"
HFL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          51.38","
                          0.00","
                          20.01","
                          0.00","
                          28.61"
HRTEX,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          50.63","
                          0.00","
                          6.06","
                          0.00","
                          43.31"
HRTEX,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          48.23","
                          0.00","
                          11.20","
                          0.00","
                          40.57"
HRTEX,"Share Holding Percentage
                    [as on May 31, 2023]","
                          48.23","
                          0.00","
                          9.83","
                          0.00","
                          41.94"
HWAWELLTEX,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          50.83","
                          0.00","
                          10.58","
                          0.06","
                          38.53"
HWAWELLTEX,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          50.83","
                          0.00","
                          8.55","
                          0.08","
                          40.54"
HWAWELLTEX,"Share Holding Percentage
                    [as on May 31, 2023]","
                          50.83","
                          0.00","
                          8.09","
                          0.06","
                          41.02"
